idx,CHILD_SEX,IDD_SCORE,AGE,HHID_count,HH_AGE,FOOD_EXPENSE_WEEKLY,NON-FOOD_EXPENSE_WEEKLY,HDD_SCORE,FOOD_INSECURITY,BEN_4PS,AREA_TYPE,FOOD_EXPENSE_WEEKLY_pc,NON-FOOD_EXPENSE_WEEKLY_pc
VZ1102,Male,8.0,8.0,6,23.5,1468.5078666666668,393.38563,9.0,Severe,Yes,URBAN,244.75131111111114,65.56427166666667
VZ1105,Male,6.0,12.0,4,16.5,2613.004098586667,2051.0,10.0,Severe,No,URBAN,653.2510246466668,512.75
VZ1110,Male,9.0,9.0,5,20.4,1337.252802,1612.239,11.0,Mild,Yes,URBAN,267.4505604,322.44780000000003
VZ1116,Female,7.0,10.0,7,26.142857142857142,2689.4281833333334,5691.6313310000005,11.0,Mild,No,URBAN,384.2040261904762,813.0901901428572
VZ1121,Male,8.0,9.0,4,20.5,1121.9775333333334,626.25,8.0,Mild,Yes,URBAN,280.49438333333336,156.5625
VZ1126,Female,8.0,12.0,6,19.666666666666668,1912.3397656666668,1520.0,11.0,None,No,URBAN,318.7232942777778,253.33333333333334
VZ1131,Male,8.0,7.0,4,19.0,2141.2638,1921.5,8.0,None,No,URBAN,535.31595,480.375
VZ1135,Male,9.0,16.0,3,34.0,1660.4141443333335,1025.0,10.0,Severe,Yes,URBAN,553.4713814444445,341.6666666666667
VZ1139,Male,8.0,11.0,5,21.0,1960.6903331666672,925.0,9.0,Severe,Yes,URBAN,392.13806663333344,185.0
VZ1146,Male,9.0,9.0,6,20.166666666666668,998.8813752,2339.75,10.0,Moderate,No,URBAN,166.4802292,389.9583333333333
VZ1151,Male,8.0,14.0,5,19.0,2609.1938766666667,4588.25,10.0,None,No,URBAN,521.8387753333334,917.65
VZ1155,Female,6.0,11.0,6,14.0,1237.9376750416666,5282.54,11.0,Moderate,No,URBAN,206.32294584027775,880.4233333333333
VZ1162,Male,9.0,11.0,6,21.166666666666668,1642.2089064833335,1433.59042,10.0,Moderate,Yes,URBAN,273.7014844138889,238.93173666666667
VZ1165,Male,8.0,10.0,3,15.666666666666666,1839.7431922666665,10490.0,11.0,Severe,No,URBAN,613.2477307555555,3496.6666666666665
VZ1169,Male,8.0,12.0,5,14.6,1312.2293085,1248.987,12.0,None,No,URBAN,262.44586169999997,249.7974
VZ1177,Male,,11.0,7,35.142857142857146,1489.4465879333334,900.0,10.0,Moderate,Yes,URBAN,212.7780839904762,128.57142857142858
VZ1181,Female,8.0,12.0,4,24.75,2218.1655282,745.0,9.0,None,No,URBAN,554.54138205,186.25
VZ1185,Male,7.0,10.0,5,15.6,2010.5189165000002,3250.0,8.0,None,No,URBAN,402.10378330000003,650.0
VZ1188,Female,8.0,10.0,3,6.0,1994.8777794666667,2352.974,12.0,Moderate,No,URBAN,664.9592598222222,784.3246666666668
VZ1196,Female,8.0,8.0,8,24.125,2235.9912330000006,757.34042,11.0,None,Yes,URBAN,279.4989041250001,94.6675525
VZ1201,Female,7.0,11.0,3,30.333333333333332,1580.1301000000003,1240.864,8.0,Mild,No,URBAN,526.7100333333334,413.6213333333333
VZ1204,Male,10.0,11.0,3,40.666666666666664,1099.6860188,412.5,11.0,Severe,No,URBAN,366.5620062666667,137.5
VZ1208,Female,5.0,8.0,4,19.75,1988.0711326666667,1195.0,12.0,Mild,Yes,URBAN,497.0177831666667,298.75
VZ1212,Female,7.0,13.0,6,17.833333333333332,1874.5136128000001,1550.85,11.0,None,No,URBAN,312.4189354666667,258.47499999999997
VZ1218,Female,8.0,9.0,4,41.75,2781.776473,1875.0,11.0,None,No,URBAN,695.44411825,468.75
VZ1222,Female,6.0,10.0,4,27.0,0.0,0.0,12.0,,No,URBAN,0.0,0.0
VZ1226,Male,9.0,10.0,5,26.4,1623.8644197499998,3891.675,11.0,None,No,URBAN,324.77288394999994,778.335
VZ1232,Male,7.0,9.0,7,17.714285714285715,947.5846963333333,1489.09042,5.0,Moderate,No,URBAN,135.36924233333335,212.72720285714286
VZ1237,Female,8.0,9.0,3,28.666666666666668,731.0765752,2762.5,12.0,None,No,URBAN,243.69219173333332,920.8333333333334
VZ1240,Male,7.0,10.0,4,26.25,978.9193000000001,827.5,11.0,Moderate,No,URBAN,244.72982500000003,206.875
VZ1245,Female,8.0,14.0,7,26.0,1678.583416,4362.5,11.0,None,Yes,URBAN,239.79763085714285,623.2142857142857
VZ1251,Female,7.0,11.0,4,20.25,1248.6211961333333,2261.75,11.0,Severe,No,URBAN,312.15529903333334,565.4375
VZ1256,Female,9.0,8.0,6,20.666666666666668,1361.6134255800002,1055.85,12.0,None,No,URBAN,226.93557093000004,175.975
VZ1263,Female,11.0,9.0,6,22.5,5584.362841866667,2905.0,12.0,Moderate,No,URBAN,930.7271403111112,484.1666666666667
VZ1268,Male,8.0,9.0,4,27.5,661.3097666000001,2737.5,7.0,Moderate,Yes,URBAN,165.32744165000003,684.375
VZ1271,Male,6.0,8.0,4,16.75,768.2735999866667,5750.343333,9.0,None,No,URBAN,192.06839999666667,1437.58583325
VZ1276,Male,7.0,9.0,7,20.0,1414.9010170666668,2082.0,7.0,Severe,No,URBAN,202.12871672380953,297.42857142857144
VZ1284,Male,8.0,11.0,5,25.8,1339.8927493333333,900.0,12.0,None,No,URBAN,267.97854986666664,180.0
VZ1285,Male,7.0,16.0,6,7.833333333333333,2026.9758213333334,1531.54252,12.0,Severe,No,URBAN,337.82930355555555,255.25708666666665
VZ1294,Female,7.0,8.0,4,12.25,2763.0949461,1767.5,12.0,None,No,URBAN,690.773736525,441.875
VZ1297,Female,8.0,8.0,3,34.0,619.2569,862.864,12.0,None,No,URBAN,206.41896666666665,287.6213333333333
VZ1301,Male,9.0,13.0,5,25.0,1060.4778666666666,2982.5,8.0,Severe,No,URBAN,212.09557333333333,596.5
VZ1305,Female,7.0,12.0,7,22.285714285714285,1755.8556256,4797.018333,7.0,Mild,Yes,URBAN,250.83651794285714,685.2883332857143
VZ1312,Female,8.0,12.0,3,34.0,1844.315688,2601.675,12.0,None,No,URBAN,614.771896,867.225
VZ1313,Female,7.0,9.0,2,6.0,1251.9288085333335,417.5,12.0,None,No,URBAN,625.9644042666667,208.75
VZ1317,Male,8.0,8.0,4,19.0,2732.9417215333333,6987.5,10.0,None,No,URBAN,683.2354303833333,1746.875
VZ1322,Female,6.0,12.0,4,29.75,850.1015333333332,1358.364,12.0,None,Yes,URBAN,212.5253833333333,339.591
VZ1326,Female,7.0,10.0,8,23.25,1434.776017066667,1437.5,10.0,None,No,URBAN,179.34700213333338,179.6875
VZ1335,Female,6.0,12.0,5,23.8,2616.8538326666667,4484.13563,9.0,None,No,URBAN,523.3707665333334,896.8271259999999
VZ1337,Female,6.0,11.0,4,22.25,1436.1544794666665,3102.974,12.0,Moderate,No,URBAN,359.03861986666664,775.7435
VZ1342,Female,5.0,12.0,5,24.4,1991.5902380833334,4693.75,8.0,Moderate,Yes,URBAN,398.31804761666666,938.75
VZ1348,Female,10.0,8.0,4,35.5,1694.5912993333336,1277.5,12.0,None,Yes,URBAN,423.6478248333334,319.375
VZ1351,Female,6.0,8.0,6,21.333333333333332,1675.2623993333336,2167.5,10.0,None,No,URBAN,279.21039988888896,361.25
VZ1357,Male,6.0,9.0,3,19.0,2417.2172416666667,2242.5,8.0,None,No,URBAN,805.7390805555556,747.5
VZ1360,Female,9.0,10.0,3,13.666666666666666,1046.4711085333333,701.75,12.0,Severe,No,URBAN,348.8237028444444,233.91666666666666
VZ1365,Male,9.0,12.0,5,21.0,3995.5872653333336,28880.978300000002,10.0,None,No,URBAN,799.1174530666667,5776.19566
VZ1368,Male,6.0,10.0,5,16.0,1043.2659330000001,1605.0,10.0,None,No,URBAN,208.65318660000003,321.0
VZ1374,Female,7.0,12.0,12,22.5,2338.297946133334,1744.09042,9.0,Severe,No,URBAN,194.8581621777778,145.34086833333333
VZ1387,Male,9.0,8.0,8,25.75,2690.8738015999998,1448.909,12.0,Mild,No,URBAN,336.35922519999997,181.113625
VZ1393,Female,6.0,11.0,7,35.285714285714285,4638.14253,8507.5,12.0,Mild,No,URBAN,662.5917900000001,1215.357142857143
VZ1400,Female,9.0,12.0,6,20.5,768.7702916000001,3490.0,6.0,Moderate,No,URBAN,128.12838193333334,581.6666666666666
VZ1406,Male,9.0,11.0,5,19.8,960.3940339733332,13372.0,10.0,Severe,Yes,URBAN,192.07880679466663,2674.4
VZ1413,Male,7.0,12.0,6,22.833333333333332,2348.1388307,3096.5,11.0,Mild,No,URBAN,391.35647178333335,516.0833333333334
VZ1419,Male,9.0,12.0,6,29.166666666666668,1623.714099333333,2810.54521,10.0,Mild,No,URBAN,270.6190165555555,468.4242016666667
VZ1423,Male,7.0,10.0,4,20.75,754.937132,7318.75,11.0,None,No,URBAN,188.734283,1829.6875
VZ1428,Male,11.0,11.0,4,27.25,2130.0487026666674,4289.60963,7.0,Mild,No,URBAN,532.5121756666668,1072.4024075
VZ1431,Male,9.0,8.0,5,25.6,2552.7084665866664,11577.5,11.0,Moderate,No,URBAN,510.5416933173333,2315.5
VZ1437,Male,6.0,9.0,6,26.666666666666668,1163.6765648733335,1341.25,10.0,Moderate,No,URBAN,193.94609414555558,223.54166666666666
VZ1442,Male,10.0,8.0,3,23.666666666666668,2223.2370003333335,2364.25,10.0,None,Yes,URBAN,741.0790001111112,788.0833333333334
VZ1445,Female,,11.0,5,15.2,2892.4590333266665,1425.0,6.0,Moderate,No,URBAN,578.4918066653333,285.0
VZ1451,Female,7.0,13.0,7,24.142857142857142,1072.6639,8456.25,7.0,Severe,No,URBAN,153.2377,1208.0357142857142
VZ1455,Male,8.0,8.0,1,8.0,1447.3067376000001,507.23699999999997,12.0,Severe,No,URBAN,1447.3067376000001,507.23699999999997
VZ1459,Male,9.0,11.0,5,19.4,2180.459552666667,1233.987,11.0,None,No,URBAN,436.0919105333334,246.7974
VZ1464,Male,6.0,10.0,7,42.0,2765.5431464666663,3629.175,10.0,Moderate,No,URBAN,395.0775923523809,518.4535714285714
VZ1470,Male,8.0,9.0,3,23.333333333333332,3424.825924333333,2930.474,7.0,None,No,URBAN,1141.6086414444444,976.8246666666668
VZ1471,Female,9.0,10.0,1,10.0,1456.0462042466668,1962.5,11.0,Severe,No,URBAN,1456.0462042466668,1962.5
VZ1476,Female,8.0,7.0,5,21.8,2248.5716922666675,2430.435333,9.0,None,No,URBAN,449.7143384533335,486.08706659999996
VZ1479,Female,7.0,11.0,5,16.0,3146.764865333334,1965.0,11.0,None,Yes,URBAN,629.3529730666668,393.0
VZ1484,Male,9.0,10.0,4,21.75,730.1194233833334,1589.724,5.0,Severe,No,URBAN,182.52985584583334,397.431
VZ1489,Female,7.0,8.0,4,24.25,591.8828632,1039.0,6.0,Severe,No,URBAN,147.9707158,259.75
VZ1493,Male,9.0,13.0,8,24.875,3441.7991993333335,8498.75,12.0,None,No,URBAN,430.2248999166667,1062.34375
VZ1500,Female,6.0,13.0,4,25.75,1217.2962926666667,1330.25,10.0,Moderate,No,URBAN,304.32407316666666,332.5625
VZ1504,Male,8.0,10.0,3,23.333333333333332,1807.52289975,2268.0,10.0,None,No,URBAN,602.50763325,756.0
VZ1511,Male,5.0,11.0,3,29.0,904.9911249999999,370.0,9.0,None,No,URBAN,301.6637083333333,123.33333333333333
VZ1513,Male,7.0,8.0,2,18.5,2824.6698656666663,1340.0,8.0,Mild,No,URBAN,1412.3349328333331,670.0
VZ1516,Female,9.0,10.0,4,27.25,1281.4935982666668,715.0,8.0,Moderate,No,URBAN,320.3733995666667,178.75
VZ1520,Female,7.0,8.0,5,14.0,1649.7373247083335,1712.5,10.0,Mild,No,URBAN,329.9474649416667,342.5
VZ1527,Male,7.0,12.0,5,22.0,975.4625563999999,140.5,8.0,Moderate,Yes,URBAN,195.09251128,28.1
VZ1530,Male,7.0,10.0,4,27.75,721.410975,2120.0,10.0,None,No,URBAN,180.35274375,530.0
VZ1532,Female,6.0,7.0,1,7.0,1134.0543418533334,1769.461,12.0,Severe,No,URBAN,1134.0543418533334,1769.461
VZ1535,Male,8.0,11.0,4,23.0,821.8878128,1025.25,9.0,None,No,URBAN,205.4719532,256.3125
VZ1540,Male,12.0,10.0,6,37.0,2118.859179466667,4460.0,7.0,Severe,No,URBAN,353.1431965777778,743.3333333333334
VZ1545,Male,7.0,10.0,3,40.666666666666664,1290.230493166667,612.5,9.0,None,No,URBAN,430.07683105555566,204.16666666666666
VZ1548,Male,7.0,9.0,3,35.0,2252.897808,2250.0,12.0,Moderate,No,URBAN,750.965936,750.0
VZ1552,Male,8.0,10.0,5,22.8,2737.0819796666665,675.4739999999999,7.0,Severe,No,URBAN,547.4163959333333,135.0948
VZ1556,Male,9.0,7.0,4,34.75,1393.9372693333335,2082.5,9.0,None,No,URBAN,348.48431733333337,520.625
VZ1560,Male,8.0,9.0,4,19.0,914.6250564,2122.92125,10.0,None,No,URBAN,228.6562641,530.7303125
VZ1566,Male,6.0,8.0,5,40.6,3063.283888,4615.0,12.0,None,No,URBAN,612.6567775999999,923.0
VZ1567,Male,9.0,12.0,1,12.0,833.8293752000001,2890.0,12.0,Severe,No,URBAN,833.8293752000001,2890.0
VZ1571,Female,9.0,9.0,4,21.5,1312.5267916666667,629.10375,12.0,Moderate,No,URBAN,328.13169791666667,157.2759375
